SIPSN - Sistem Informasi Pengelolaan Sampah Nasional;;;;;;;;;;;;;
Tahun;Provinsi;Kabupaten/Kota;Timbulan Sampah Tahunan (ton/tahun)(A);Pengurangan Sampah Tahunan (ton/tahun)(B);%Pengurangan Sampah(B/A);Penanganan Sampah Tahunan (ton/tahun)(C);%Penanganan Sampah(C/A);Sampah Terkelola Tahunan (ton/tahun)(B+C);%Sampah Terkelola(B+C)/A;Daur ulang Sampah Tahunan (ton/tahun)(D);Bahan baku Sampah Tahunan (ton/tahun)(E);Recycling Rate(D+E)/A;P1/P2
2020;Jambi;Kab. Tebo;49299,67;;;7339,50;14,89;7339,50;14,89;;;0,00;P 2
2020;Jambi;Kota Sungai Penuh;17916,39;0,00;0,00;11862,50;66,21;11862,50;66,21;;;0,00;P 2
2020;Sumatera Selatan;Kab. Ogan Komering Ulu;54329,96;11150,98;20,52;20075,00;36,95;31225,98;57,47;10506,47;;19,34;P 2
2020;Sumatera Selatan;Kab. Muara Enim;148345,86;33683,79;22,71;35405,00;23,87;69088,79;46,57;14438,82;;9,73;P 2
2020;Sumatera Selatan;Kab. Musi Rawas;103783,08;24622,80;23,73;4015,00;3,87;28637,80;27,59;3222,00;;3,10;P 2
2020;Sumatera Selatan;Kab. Musi Banyuasin;94593,69;17488,54;18,49;22885,87;24,19;40374,40;42,68;10472,51;;11,07;P 2
2020;Sumatera Selatan;Kab. Banyuasin;207426,14;13362,79;6,44;45333,00;21,86;58695,79;28,30;404,50;;0,20;P 2
2020;Sumatera Selatan;Kab. Ogan Komering Ulu Timur;176275,84;2133,88;1,21;38478,30;21,83;40612,18;23,04;1656,29;;0,94;P 2
2020;Sumatera Selatan;Kab. Ogan Ilir;107510,06;17631,99;16,40;8994,24;8,37;26626,23;24,77;;;0,00;P 2
2020;Sumatera Selatan;Kab. Empat Lawang;64711,00;183,95;0,28;7300,00;11,28;7483,95;11,57;121,55;;0,19;P 2
2020;Sumatera Selatan;Kota Palembang;426390,66;84360,87;19,78;327019,20;76,69;411380,06;96,48;62048,68;565,75;14,68;P 2
2020;Sumatera Selatan;Kota Prabumulih;34479,54;5701,65;16,54;24820,00;71,98;30521,65;88,52;5488,03;;15,92;P 2
2020;Bengkulu;Kab. Lebong;15726,97;0,00;0,00;4336,20;27,57;4336,20;27,57;0,00;;0,00;P 2
2020;Bengkulu;Kab. Kepahiang;20498,84;3037,89;14,82;6570,00;32,05;9607,89;46,87;56,58;;0,28;P 2
2020;Bengkulu;Kab. Bengkulu Tengah;21214,90;1276,06;6,01;5781,60;27,25;7057,66;33,27;271,80;;1,28;P 2
2020;Lampung;Kab. Lampung Barat;44805,94;1064,59;2,38;4251,99;9,49;5316,58;11,87;1064,59;3,39;2,38;P 2
2020;Lampung;Kab. Way Kanan;70036,49;44180,36;63,08;4189,98;5,98;48370,34;69,06;804,65;247,98;1,50;P 2
2020;Lampung;Kab. Pesawaran;65467,86;2062,29;3,15;4380,00;6,69;6442,29;9,84;2062,29;;3,15;P 2
2020;Lampung;Kota Bandar Lampung;276649,16;13132,14;4,75;255500,00;92,36;268632,14;97,10;26,47;;0,01;P 2
2020;Lampung;Kota Metro;37651,79;18984482,20;50421,19;24692,25;65,58;19009174,45;50486,77;18984066,95;;50420,09;P 2
2020;Kepulauan Bangka Belitung;Kab. Bangka;46947,32;4090,39;8,71;27040,30;57,60;31130,69;66,31;2148,34;11,32;4,60;P 2
2020;Kepulauan Bangka Belitung;Kab. Belitung;25910,91;3163,15;12,21;6953,74;26,84;10116,89;39,04;3161,37;4,87;12,22;P 2
2020;Kepulauan Bangka Belitung;Kab. Bangka Tengah;29160,14;5299,36;18,17;4565,42;15,66;9864,78;33,83;220,74;;0,76;P 2
2020;Kepulauan Bangka Belitung;Kab. Bangka Barat;29058,53;0,00;0,00;5526,10;19,02;5526,10;19,02;0,00;;0,00;P 2
2020;Kepulauan Bangka Belitung;Kab. Belitung Timur;18421,99;;;12098,81;65,68;12098,81;65,68;;;0,00;P 2
2020;Kepulauan Bangka Belitung;Kota Pangkal Pinang;55416,16;9023,17;16,28;38325,00;69,16;47348,17;85,44;;847,53;1,53;P 2
2020;Kepulauan Riau;Kab. Bintan;19499,65;4128,52;21,17;14472,25;74,22;18600,77;95,39;358,97;;1,84;P 2
2020;Kepulauan Riau;Kab. Karimun;64677,53;12311,61;19,04;50735,00;78,44;63046,61;97,48;2874,28;;4,44;P 2
2020;Kepulauan Riau;Kab. Natuna;11366,74;;;4916,55;43,25;4916,55;43,25;;;0,00;P 2
2020;Kepulauan Riau;Kab. Lingga;10157,55;2264,96;22,30;5955,34;58,63;8220,30;80,93;1434,75;662,84;20,65;P 2
2020;Kepulauan Riau;Kab. Kepulauan Anambas;4702,70;218,20;4,64;328,50;6,99;546,70;11,63;142,49;;3,03;P 2
2020;Kepulauan Riau;Kota Batam;305679,18;64033,53;20,95;228187,05;74,65;292220,59;95,60;1318,53;36,50;0,44;P 2
2020;Kepulauan Riau;Kota Tanjung Pinang;54013,05;7069,13;13,09;33737,99;62,46;40807,12;75,55;;126,97;0,24;P 2
2020;DKI Jakarta;Kab. Adm. Kep. Seribu;6329,24;1499,81;23,70;416,27;6,58;1916,08;30,27;863,03;416,27;20,21;P 2
2020;DKI Jakarta;Kota Adm. Jakarta Pusat;308331,29;68330,22;22,16;234002,36;75,89;302332,58;98,05;37682,70;15009,66;17,09;P 2
2020;DKI Jakarta;Kota Adm. Jakarta Utara;489481,03;111321,02;22,74;373285,50;76,26;484606,52;99,00;25737,65;;5,26;P 2
2020;DKI Jakarta;Kota Adm. Jakarta Barat;719768,00;169207,89;23,51;544629,83;75,67;713837,72;99,18;56008,07;897,86;7,91;P 2
2020;DKI Jakarta;Kota Adm. Jakarta Selatan;701164,63;153592,24;21,91;530070,34;75,60;683662,58;97,50;71259,19;196,92;10,19;P 2
2020;DKI Jakarta;Kota Adm. Jakarta Timur;829738,03;186185,13;22,44;626336,12;75,49;812521,25;97,93;181827,19;;21,91;P 2
2020;Jawa Barat;Kab. Bandung;482291,89;65254,10;13,53;108573,58;22,51;173827,68;36,04;54563,25;6329,10;12,63;P 2
2020;Jawa Barat;Kab. Ciamis;209920,70;97054,95;46,23;57342,96;27,32;154397,91;73,55;91506,81;4417,96;45,70;P 2
2020;Jawa Barat;Kab. Cirebon;448368,18;8548,25;1,91;54750,00;12,21;63298,25;14,12;8531,95;;1,90;P 2
2020;Jawa Barat;Kab. Sumedang;160816,27;3248,50;2,02;41175,65;25,60;44424,15;27,62;3248,50;;2,02;P 2
2020;Jawa Barat;Kab. Bekasi;693586,51;34857,45;5,03;249295,00;35,94;284152,45;40,97;;;0,00;P 2
2020;Jawa Barat;Kab. Pangandaran;62523,33;73,00;0,12;1806,75;2,89;1879,75;3,01;0,00;;0,00;P 2
2020;Jawa Barat;Kota Bogor;245922,33;48632,76;19,78;185464,50;75,42;234097,26;95,19;664,46;3025,33;1,50;P 2
2020;Jawa Barat;Kota Sukabumi;65424,09;14033,99;21,45;49021,58;74,93;63055,57;96,38;5210,65;9,38;7,98;P 2
2020;Jawa Barat;Kota Bandung;562034,59;49120,56;8,74;490684,11;87,30;539804,68;96,04;49120,56;3358,01;9,34;P 2
2020;Jawa Barat;Kota Depok;472854,23;60477,88;12,79;377252,69;79,78;437730,57;92,57;52551,04;25721,19;16,55;P 2
2020;Jawa Barat;Kota Cimahi;99782,38;13393,42;13,42;83541,20;83,72;96934,62;97,15;13064,92;;13,09;P 2
2020;Jawa Barat;Kota Tasikmalaya;106688,51;11393,29;10,68;80869,40;75,80;92262,68;86,48;11393,29;;10,68;P 2
2020;Jawa Barat;Kota Banjar;30566,85;5090,50;16,65;23367,38;76,45;28457,88;93,10;4155,59;754,90;16,06;P 2
2020;Jawa Tengah;Kab. Cilacap;343019,17;44735,93;13,04;220198,92;64,19;264934,86;77,24;679,87;153947,78;45,08;P 2
2020;Jawa Tengah;Kab. Purworejo;105146,86;25106,38;23,88;18787,88;17,87;43894,25;41,75;24826,38;1932,80;25,45;P 2
2020;Jawa Tengah;Kab. Wonosobo;128352,10;15674,58;12,21;37057,54;28,87;52732,12;41,08;2574,95;192,54;2,16;P 2
2020;Jawa Tengah;Kab. Magelang;248530,33;9545,97;3,84;29294,18;11,79;38840,15;15,63;9545,97;56,48;3,86;P 2
2020;Jawa Tengah;Kab. Boyolali;105094,61;24900,16;23,69;28777,69;27,38;53677,86;51,08;24880,91;801,91;24,44;P 2
2020;Jawa Tengah;Kab. Sukoharjo;132863,50;25137,86;18,92;62540,92;47,07;87678,78;65,99;10411,18;12,78;7,85;P 2
2020;Jawa Tengah;Kab. Wonogiri;159663,85;44844,98;28,09;17905,95;11,21;62750,93;39,30;44844,98;54,75;28,12;P 2
2020;Jawa Tengah;Kab. Sragen;195023,44;41456,41;21,26;92491,00;47,43;133947,41;68,68;5373,84;6716,00;6,20;P 2
2020;Jawa Tengah;Kab. Blora;135568,25;26682,94;19,68;32735,02;24,15;59417,96;43,83;198,94;;0,15;P 2
2020;Jawa Tengah;Kab. Rembang;86905,62;14617,09;16,82;1626211,21;1871,24;1640828,30;1888,06;14169,36;15,76;16,32;P 2
2020;Jawa Tengah;Kab. Pati;239060,58;56669,46;23,71;47032,08;19,67;103701,54;43,38;4270,78;779,28;2,11;P 2
2020;Jawa Tengah;Kab. Kudus;160924,12;30627,39;19,03;68998,16;42,88;99625,55;61,91;30094,18;21066,36;31,79;P 2
2020;Jawa Tengah;Kab. Jepara;254418,30;18500,48;7,27;28761,27;11,30;47261,75;18,58;7123,22;875,27;3,14;P 2
2020;Jawa Tengah;Kab. Semarang;194690,09;311,27;0,16;62780,00;32,25;63091,27;32,41;311,27;;0,16;P 2
2020;Jawa Tengah;Kab. Temanggung;181143,80;;;40150,00;22,16;40150,00;22,16;;;0,00;P 2
2020;Jawa Tengah;Kab. Kendal;148701,73;10475,15;7,04;30481,15;20,50;40956,30;27,54;8430,05;131,40;5,76;P 2
2020;Jawa Tengah;Kab. Batang;87788,12;680,84;0,78;86870,00;98,95;87550,84;99,73;183,03;;0,21;P 2
2020;Jawa Tengah;Kab. Pemalang;142970,65;30262,27;21,17;84826,00;59,33;115088,27;80,50;4274,27;876,00;3,60;P 2
2020;Jawa Tengah;Kab. Tegal;371778,31;16194,52;4,36;120450,00;32,40;136644,52;36,75;68,03;;0,02;P 2
2020;Jawa Tengah;Kab. Brebes;361123,52;29886,81;8,28;71043,60;19,67;100930,41;27,95;2,67;;0,00;P 2
2020;Jawa Tengah;Kota Magelang;32709,11;1495,68;4,57;24433,84;74,70;25929,52;79,27;1495,68;404,79;5,81;P 2
2020;Jawa Tengah;Kota Salatiga;41620,01;7286,43;17,51;135,42;0,33;7421,85;17,83;7286,43;135,42;17,83;P 2
2020;Jawa Tengah;Kota Semarang;466010,79;99623,21;21,38;350027,70;75,11;449650,91;96,49;18354,73;876,00;4,13;P 2
2020;D.I. Yogyakarta;Kab. Kulon Progo;63713,67;22991,58;36,09;18250,00;28,64;41241,58;64,73;22955,87;;36,03;P 2
2020;D.I. Yogyakarta;Kab. Bantul;192021,91;77578,28;40,40;39814,91;20,73;117393,19;61,14;21202,01;415,27;11,26;P 2
2020;D.I. Yogyakarta;Kab. Gunungkidul;131671,16;30668,10;23,29;15330,00;11,64;45998,10;34,93;5183,58;;3,94;P 2
2020;D.I. Yogyakarta;Kab. Sleman;256210,07;27447,82;10,71;85534,10;33,38;112981,92;44,10;21087,24;;8,23;P 2
2020;D.I. Yogyakarta;Kota Yogyakarta;131689,26;34330,85;26,07;388322,60;294,88;422653,44;320,95;13616,92;327,60;10,59;P 2
2020;Jawa Timur;Kab. Pacitan;104308,04;10204,12;9,78;12285,53;11,78;22489,66;21,56;10202,48;244,55;10,02;P 2
2020;Jawa Timur;Kab. Ponorogo;127432,45;26665,80;20,93;95180,69;74,69;121846,49;95,62;26345,59;1010,69;21,47;P 2
2020;Jawa Timur;Kab. Trenggalek;109536,65;21853,70;19,95;54750,00;49,98;76603,70;69,93;9425,45;;8,60;P 2
2020;Jawa Timur;Kab. Blitar;154237,67;9100,97;5,90;56534,45;36,65;65635,42;42,55;9100,97;2076,36;7,25;P 2
2020;Jawa Timur;Kab. Lumajang;183033,37;34405,03;18,80;60856,56;33,25;95261,59;52,05;17836,42;266,56;9,89;P 2
2020;Jawa Timur;Kab. Bondowoso;104819,19;1096,77;1,05;3745,27;3,57;4842,04;4,62;252,83;133,59;0,37;P 2
2020;Jawa Timur;Kab. Situbondo;94665,76;17617,32;18,61;67884,15;71,71;85501,47;90,32;4742,52;13134,15;18,88;P 2
2020;Jawa Timur;Kab. Probolinggo;167335,13;6441,91;3,85;21410,92;12,80;27852,83;16,64;551,02;189,41;0,44;P 2
2020;Jawa Timur;Kab. Sidoarjo;396476,90;126653,27;31,94;164505,50;41,49;291158,77;73,44;485,73;255,50;0,19;P 2
2020;Jawa Timur;Kab. Jombang;192437,05;12066,54;6,27;41996,90;21,82;54063,44;28,09;4562,14;;2,37;P 2
2020;Jawa Timur;Kab. Nganjuk;154373,54;31827,06;20,62;111979,42;72,54;143806,48;93,15;3976,82;16619,52;13,34;P 2
2020;Jawa Timur;Kab. Magetan;101944,50;20049,65;19,67;16103,44;15,80;36153,09;35,46;12374,57;43,44;12,18;P 2
2020;Jawa Timur;Kab. Ngawi;133778,92;24041,01;17,97;27325,36;20,43;51366,37;38,40;4221,03;1260,71;4,10;P 2
2020;Jawa Timur;Kab. Tuban;179991,08;41934,16;23,30;48229,28;26,80;90163,44;50,09;15836,26;779,28;9,23;P 2
2020;Jawa Timur;Kab. Gresik;119648,37;342,73;0,29;60225,00;50,33;60567,73;50,62;160,23;;0,13;P 2
2020;Jawa Timur;Kab. Pamekasan;99350,12;21480,79;21,62;11335,09;11,41;32815,87;33,03;20124,81;36,58;20,29;P 2
2020;Jawa Timur;Kab. Sumenep;132788,73;3603,66;2,71;11840,60;8,92;15444,26;11,63;0,36;;0,00;P 2
2020;Jawa Timur;Kota Kediri;55091,09;6400,81;11,62;45739,61;83,03;52140,42;94,64;267,66;1574,61;3,34;P 2
2020;Jawa Timur;Kota Blitar;27219,69;2510,35;9,22;22558,69;82,88;25069,04;92,10;2498,29;1886,18;16,11;P 2
2020;Jawa Timur;Kota Malang;247389,19;55645,41;22,49;185701,24;75,06;241346,65;97,56;55554,90;5591,99;24,72;P 2
2020;Jawa Timur;Kota Probolinggo;34949,48;5358,33;15,33;24931,10;71,33;30289,43;86,67;2463,82;193,96;7,60;P 2
2020;Jawa Timur;Kota Pasuruan;48394,73;13161,30;27,20;32472,21;67,10;45633,51;94,29;13161,30;0,00;27,20;P 2
2020;Jawa Timur;Kota Mojokerto;23790,34;3621,55;15,22;18250,00;76,71;21871,55;91,93;1220,11;73,00;5,44;P 2
2020;Jawa Timur;Kota Madiun;43133,55;9750,36;22,61;32088,98;74,39;41839,34;97,00;4088,99;299,30;10,17;P 2
2020;Jawa Timur;Kota Surabaya;811255,10;67675,68;8,34;714820,50;88,11;782496,18;96,46;2943,05;110899,87;14,03;P 2
2020;Banten;Kab. Lebak;187706,21;31307,69;16,68;33580,00;17,89;64887,69;34,57;7094,57;;3,78;P 2
2020;Banten;Kab. Serang;414581,97;54,96;0,01;32780,65;7,91;32835,61;7,92;54,96;;0,01;P 2
2020;Banten;Kota Cilegon;136458,00;306,60;0,22;96725,00;70,88;97031,60;71,11;306,60;;0,22;P 2
2020;Banten;Kota Serang;190440,06;37235,99;19,55;106718,70;56,04;143954,69;75,59;3074,83;;1,61;P 2
2020;Banten;Kota Tangerang Selatan;390753,87;45280,98;11,59;224600,93;57,48;269881,91;69,07;45048,84;14335,38;15,20;P 2
2020;Bali;Kab. Jembrana;60115,32;9536,98;15,86;11680,00;19,43;21216,98;35,29;9536,98;;15,86;P 2
2020;Bali;Kab. Tabanan;84247,48;4129,22;4,90;33717,57;40,02;37846,79;44,92;622,81;;0,74;P 2
2020;Bali;Kab. Badung;102654,16;10236,57;9,97;57112,67;55,64;67349,23;65,61;10236,57;2837,17;12,74;P 2
2020;Bali;Kab. Gianyar;160182,08;20120,79;12,56;113150,00;70,64;133270,79;83,20;18575,42;;11,60;P 2
2020;Bali;Kab. Bangli;39777,41;6499,87;16,34;20925,09;52,61;27424,95;68,95;2017,15;667,59;6,75;P 2
2020;Bali;Kab. Karangasem;91067,50;16046,68;17,62;31769,60;34,89;47816,28;52,51;3402,50;0,00;3,74;P 2
2020;Bali;Kab. Buleleng;124791,86;9880,38;7,92;53098,88;42,55;62979,26;50,47;6827,23;338,13;5,74;P 2
2020;Bali;Kota Denpasar;242088,55;15353,00;6,34;117015,39;48,34;132368,39;54,68;0,00;194,91;0,08;P 2
2020;Nusa Tenggara Barat;Kab. Lombok Timur;176454,72;9697,81;5,50;51751,16;29,33;61448,97;34,82;335,23;437,27;0,44;P 2
2020;Nusa Tenggara Barat;Kab. Lombok Utara;26765,44;5048,17;18,86;17114,85;63,94;22163,02;82,80;2106,78;;7,87;P 2
2020;Nusa Tenggara Timur;Kab. Sumba Tengah;9360,28;591,41;6,32;2190,00;23,40;2781,41;29,72;36,50;;0,39;P 2
2020;Nusa Tenggara Timur;Kota Kupang;79382,39;910,28;1,15;52196,95;65,75;53107,23;66,90;869,80;;1,10;P 2
2020;Kalimantan Barat;Kab. Sambas;100182,28;3156,01;3,15;91038,30;90,87;94194,31;94,02;3127,17;;3,12;P 2
2020;Kalimantan Barat;Kab. Mempawah;26248,50;37,08;0,14;7824,14;29,81;7861,22;29,95;1,08;;0,00;P 2
2020;Kalimantan Barat;Kab. Sanggau;87137,36;21,17;0,02;13692,97;15,71;13714,14;15,74;;;0,00;P 2
2020;Kalimantan Barat;Kab. Ketapang;94503,79;4813,03;5,09;18404,40;19,47;23217,43;24,57;4225,34;63,15;4,54;P 2
2020;Kalimantan Barat;Kab. Melawi;34184,59;576,70;1,69;13008,60;38,05;13585,30;39,74;576,70;;1,69;P 2
2020;Kalimantan Barat;Kota Pontianak;140823,35;11686,69;8,30;109731,73;77,92;121418,41;86,22;11014,10;231,73;7,99;P 2
2020;Kalimantan Barat;Kota Singkawang;41331,69;1434,14;3,47;15373,43;37,20;16807,58;40,67;1434,14;;3,47;P 2
2020;Kalimantan Tengah;Kab. Kotawaringin Barat;45685,01;5431,03;11,89;17863,10;39,10;23294,13;50,99;1609,84;;3,52;P 2
2020;Kalimantan Tengah;Kab. Kotawaringin Timur;94086,47;2018,45;2,15;18250,00;19,40;20268,45;21,54;0,00;;0,00;P 2
2020;Kalimantan Tengah;Kab. Kapuas;75850,29;3130,28;4,13;5627,82;7,42;8758,10;11,55;964,31;11,83;1,29;P 2
2020;Kalimantan Tengah;Kab. Barito Utara;19084,10;4202,58;22,02;13545,15;70,98;17747,73;93,00;1031,03;40,15;5,61;P 2
2020;Kalimantan Tengah;Kab. Katingan;16579,09;2051,16;12,37;3382,20;20,40;5433,36;32,77;1722,18;10,95;10,45;P 2
2020;Kalimantan Tengah;Kab. Sukamara;9426,64;528,29;5,60;6394,80;67,84;6923,09;73,44;74,83;;0,79;P 2
2020;Kalimantan Tengah;Kab. Pulang Pisau;23662,95;0,10;0,00;1546,78;6,54;1546,88;6,54;;;0,00;P 2
2020;Kalimantan Tengah;Kab. Barito Timur;16531,43;0,00;0,00;4757,77;28,78;4757,77;28,78;;;0,00;P 2
2020;Kalimantan Tengah;Kota Palangkaraya;52570,77;11836,52;22,52;39413,43;74,97;51249,95;97,49;10186,88;66,43;19,50;P 2
2020;Kalimantan Selatan;Kab. Barito Kuala;33981,46;7645,47;22,50;16979,80;49,97;24625,26;72,47;5923,68;1540,30;21,96;P 2
2020;Kalimantan Selatan;Kab. Tapin;28035,94;4363,51;15,56;15784,06;56,30;20147,57;71,86;4193,51;362,81;16,25;P 2
2020;Kalimantan Selatan;Kab. Hulu Sungai Selatan;34374,09;9052,49;26,34;15700,48;45,68;24752,96;72,01;1477,65;1282,98;8,03;P 2
2020;Kalimantan Selatan;Kab. Hulu Sungai Tengah;39840,63;10866,49;27,27;19197,18;48,18;30063,67;75,46;10866,49;1312,18;30,57;P 2
2020;Kalimantan Selatan;Kab. Hulu Sungai Utara;35280,75;9180,38;26,02;25746,17;72,98;34926,55;99,00;3593,81;1141,52;13,42;P 2
2020;Kalimantan Selatan;Kab. Tabalong;36123,17;1883,93;5,22;20038,50;55,47;21922,43;60,69;1883,93;;5,22;P 2
2020;Kalimantan Selatan;Kab. Balangan;20733,57;416,10;2,01;13782,40;66,47;14198,50;68,48;416,10;2595,15;14,52;P 2
2020;Kalimantan Selatan;Kota Banjarmasin;181041,17;40226,64;22,22;140798,75;77,77;181025,39;99,99;0,00;;0,00;P 2
2020;Kalimantan Selatan;Kota Banjarbaru;53699,76;10896,81;20,29;42481,30;79,11;53378,11;99,40;7952,01;141,30;15,07;P 2
2020;Kalimantan Timur;Kab. Paser;39628,93;4506,53;11,37;24572,13;62,01;29078,66;73,38;1274,09;135,38;3,56;P 2
2020;Kalimantan Timur;Kab. Kutai Kartanegara;77215,90;5823,72;7,54;17927,78;23,22;23751,50;30,76;;87,60;0,11;P 2
2020;Kalimantan Timur;Kab. Penajam Paser Utara;39889,94;10799,21;27,07;12844,35;32,20;23643,56;59,27;9939,33;69,35;25,09;P 2
2020;Kalimantan Timur;Kota Balikpapan;175865,25;39007,49;22,18;237,25;0,13;39244,74;22,32;28161,52;237,25;16,15;P 2
2020;Kalimantan Timur;Kota Samarinda;226578,93;31186,61;13,76;166657,18;73,55;197843,79;87,32;24472,21;666,13;11,09;P 2
2020;Kalimantan Timur;Kota Bontang;37769,85;7446,62;19,72;29139,48;77,15;36586,10;96,87;6493,98;91,25;17,44;P 2
2020;Kalimantan Utara;Kab. Nunukan;16794,78;3849,29;22,92;8104,15;48,25;11953,44;71,17;2488,38;2052,45;27,04;P 2
2020;Kalimantan Utara;Kota Tarakan;63924,05;8833,43;13,82;50870,05;79,58;59703,48;93,40;2372,42;500,05;4,49;P 2
2020;Sulawesi Utara;Kab. Minahasa;62700,43;6978,80;11,13;31390,00;50,06;38368,80;61,19;;;0,00;P 2
2020;Sulawesi Utara;Kab. Kepulauan Sangihe;25415,32;2722,60;10,71;12023,10;47,31;14745,70;58,02;;;0,00;P 2
2020;Sulawesi Utara;Kab. Minahasa Selatan;34523,60;3768,10;10,91;9125,00;26,43;12893,10;37,35;57,12;;0,17;P 2
2020;Sulawesi Utara;Kab. Minahasa Utara;37904,52;5069,74;13,38;18067,50;47,67;23137,24;61,04;15,23;;0,04;P 2
2020;Sulawesi Utara;Kab. Minahasa Tenggara;16282,65;6222,35;38,21;7862,83;48,29;14085,18;86,50;654,88;15,33;4,12;P 2
2020;Sulawesi Utara;Kab. Kep. Siau Tagulandang Biaro;13106,60;0,00;0,00;2920,00;22,28;2920,00;22,28;;;0,00;P 2
2020;Sulawesi Utara;Kab. Bolaang Mongondow Selatan;12736,86;0,00;0,00;3650,00;28,66;3650,00;28,66;;;0,00;P 2
2020;Sulawesi Utara;Kota Bitung;49304,35;8547,72;17,34;26040,16;52,82;34587,87;70,15;0,00;22,96;0,05;P 2
2020;Sulawesi Utara;Kota Tomohon;25699,98;3434,76;13,36;18980,00;73,85;22414,76;87,22;;;0,00;P 2
2020;Sulawesi Utara;Kota Kotamobagu;31553,74;3139,29;9,95;22531,45;71,41;25670,74;81,36;1227,40;193,45;4,50;P 2
2020;Sulawesi Tengah;Kab. Banggai;68687,53;14081,77;20,50;29182,30;42,49;43264,07;62,99;24,28;3632,30;5,32;P 2
2020;Sulawesi Tengah;Kab. Donggala;44400,06;1593,24;3,59;3047,75;6,86;4640,99;10,45;1009,08;10,95;2,30;P 2
2020;Sulawesi Tengah;Kab. Parigi Moutong;80302,74;755,08;0,94;4362,12;5,43;5117,19;6,37;247,11;25,92;0,34;P 2
2020;Sulawesi Tengah;Kota Palu;72298,84;6295,88;8,71;58454,75;80,85;64750,63;89,56;365,73;;0,51;P 2
2020;Sulawesi Selatan;Kab. Kepulauan Selayar;25015,46;1259,53;5,04;5038,42;20,14;6297,95;25,18;1259,53;;5,04;P 2
2020;Sulawesi Selatan;Kab. Bulukumba;62768,76;11096,56;17,68;1234,43;1,97;12330,99;19,65;943,09;923,45;2,97;P 2
2020;Sulawesi Selatan;Kab. Bantaeng;29362,79;6256,35;21,31;8929,21;30,41;15185,56;51,72;5946,21;508,66;21,98;P 2
2020;Sulawesi Selatan;Kab. Bone;139714,88;15639,14;11,19;30660,00;21,94;46299,14;33,14;4589,49;;3,28;P 2
2020;Sulawesi Selatan;Kab. Maros;56583,91;10412,81;18,40;25567,16;45,18;35979,96;63,59;2903,72;17,16;5,16;P 2
2020;Sulawesi Selatan;Kab. Pangkajene Kepulauan;51641,66;828,33;1,60;18024,43;34,90;18852,76;36,51;732,63;161,33;1,73;P 2
2020;Sulawesi Selatan;Kab. Soppeng;34951,09;4098,47;11,73;22986,60;65,77;27085,08;77,49;3317,86;46,36;9,63;P 2
2020;Sulawesi Selatan;Kab. Wajo;58080,84;318,23;0,55;49,31;0,08;367,54;0,63;0,00;49,31;0,08;P 2
2020;Sulawesi Selatan;Kab. Sidenreng Rappang;48328,34;8581,78;17,76;24195,85;50,07;32777,63;67,82;8559,44;288,35;18,31;P 2
2020;Sulawesi Selatan;Kab. Enrekang;41386,62;8737,93;21,11;7117,53;17,20;15855,45;38,31;3626,12;6935,03;25,52;P 2
2020;Sulawesi Selatan;Kab. Luwu;54189,65;3480,62;6,42;12475,65;23,02;15956,27;29,45;751,60;;1,39;P 2
2020;Sulawesi Selatan;Kab. Luwu Utara;48119,56;356,37;0,74;6602,85;13,72;6959,22;14,46;355,87;;0,74;P 2
2020;Sulawesi Selatan;Kab. Luwu Timur;43752,26;3656,99;8,36;24637,50;56,31;28294,49;64,67;2576,10;182,50;6,31;P 2
2020;Sulawesi Selatan;Kota Makassar;363800,57;3697,98;1,02;255784,71;70,31;259482,69;71,33;1832,83;;0,50;P 2
2020;Sulawesi Selatan;Kota Parepare;27286,67;2807,78;10,29;20221,00;74,11;23028,78;84,40;;;0,00;P 2
2020;Sulawesi Selatan;Kota Palopo;38823,96;1947,46;5,02;18487,25;47,62;20434,71;52,63;472,98;237,25;1,83;P 2
2020;Sulawesi Tenggara;Kab. Kolaka;57370,12;294314,97;513,01;13321,77;23,22;307636,74;536,23;294306,80;57,67;513,10;P 2
2020;Sulawesi Tenggara;Kab. Buton;14856,67;;;4623,97;31,12;4623,97;31,12;;;0,00;P 2
2020;Sulawesi Tenggara;Kab. Kolaka Utara;22088,34;1481,35;6,71;7340,33;33,23;8821,69;39,94;564,47;40,33;2,74;P 2
2020;Gorontalo;Kab. Gorontalo;53506,23;457,53;0,86;6253,36;11,69;6710,89;12,54;437,79;59,31;0,93;P 2
2020;Gorontalo;Kab. Pohuwato;21532,96;146,00;0,68;11242,06;52,21;11388,06;52,89;146,00;8095,40;38,27;P 2
2020;Sulawesi Barat;Kab. Pasangkayu;26062,17;4260,28;16,35;1376,42;5,28;5636,69;21,63;4224,88;1376,42;21,49;P 2
2020;Sulawesi Barat;Kab. Mamuju;48178,80;473013,92;981,79;5869,20;12,18;478883,12;993,97;473013,92;;981,79;P 2
2020;Sulawesi Barat;Kab. Polewali Mandar;65391,50;11105,11;16,98;23562,54;36,03;34667,65;53,02;3201,42;1662,54;7,44;P 2
2020;Maluku;Kab. Buru Selatan;11238,06;1967,79;17,51;7106,55;63,24;9074,34;80,75;;;0,00;P 2
2020;Maluku;Kota Ambon;98753,56;11955,51;12,11;59568,00;60,32;71523,51;72,43;1140,14;;1,15;P 2
2020;Maluku Utara;Kab. Halmahera Utara;50496,51;;;12775,00;25,30;12775,00;25,30;;;0,00;P 2
